Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	110	110			0,45935	0,05004	5,32493
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	350	510	160			0,46781	0,0905	5,26994
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	3	1449	1749	300			0,72778	0,02752	5,55509
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	4	2009	2129	120			0,72693	0,00491	5,46829
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	2189	2289	100			0,59942	0,28648	5,6439
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	2309	2509	200			0,63681	0,43136	5,60308
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	2589	3748	1159			0,40115	0,29681	5,71101
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	3828	4807	979			0,65717	0,35058	5,6369
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	4987	5487	500			0,49451	0,11387	5,3482
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	5507	5607	100			0,43413	0,15204	5,42968
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	5627	6346	720			0,49596	0,05489	5,39601
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	6386	6886	500			0,57931	0,1704	5,53055
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	13	7066	7885	820			0,55891	0,11712	5,43367
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	14	8305	8425	120			0,4794	0,00407	5,07005
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	8685	8765	80			0,48539	0,01095	5,11471
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	16	8905	9005	100			0,39606	0,06164	5,43333
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	17	9025	9265	240			0,49922	0,02702	5,16389
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	18	11583	13042	1459			0,50457	0,03995	5,28664
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	19	13182	13645	463			0,49741	0,09562	5,32603
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	110	110		0	0,45935	0,05004	5,32493
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	350	510	160		0	0,46781	0,0905	5,26994
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	3	1449	1749	300		0	0,72778	0,02752	5,55509
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	4	2009	2129	120		0	0,72693	0,00491	5,46829
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	2189	2289	100		0	0,59942	0,28648	5,6439
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	2309	2509	200		0	0,63681	0,43136	5,60308
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	2589	3748	1159		0	0,40115	0,29681	5,71101
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	8	3828	4807	979		0	0,65717	0,35058	5,6369
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	4987	5487	500		0	0,49451	0,11387	5,3482
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	10	5507	5607	100		0	0,43413	0,15204	5,42968
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	11	5627	6346	720		0	0,49596	0,05489	5,39601
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	12	6386	6886	500		0	0,57931	0,1704	5,53055
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	13	7066	7885	820		0	0,55891	0,11712	5,43367
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	14	8305	8425	120		0	0,4794	0,00407	5,07005
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	8685	8765	80		0	0,48539	0,01095	5,11471
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	16	8905	9005	100		0	0,39606	0,06164	5,43333
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	17	9025	9265	240		0	0,49922	0,02702	5,16389
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	18	11583	13042	1459		0	0,50457	0,03995	5,28664
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	13182	13822	640		0	0,49741	0,09562	5,3095
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	20	14002	14302	300		0	0,51672	0,12574	5,3308
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	21	14342	14622	280		0	0,48322	0,1411	5,49527
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	22	15361	15721	360		0	0,50236	0,29762	5,71145
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	23	15881	16101	220		0	0,36223	0,18538	5,63694
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	24	16121	16360	240		0	0,49394	0,13509	5,30724
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	25	16400	16940	540		0	0,43869	0,18444	4,88148
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	26	17220	17300	80	Classroom_Others	1	0,54484	0,253	4,24197
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	27	17420	17920	500	Board_Screen	0,95998	0,56209	0,22465	4,35257
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	28	18020	18119	100	Classroom_Others	0,79991	0,3144	0,32818	4,14835
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	29	18139	18219	80	Classroom_Others	1	0,39611	0,3182	4,11144
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	30	18459	19019	560	Bianca	1	0,37047	0,14779	3,68893
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	31	19039	19459	420	Anna	1	0,43762	0,16882	3,21155
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	32	19998	20238	240	Classroom_Others	1	0,49537	0,06506	3,43189
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	33	20278	20398	120	Carl(a)	1	0,55378	0,152	3,43989
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	34	20458	21518	1059	Carl(a)	1	0,51556	0,13366	3,07666
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	35	21577	22357	780	Bianca	1	0,41443	0,17074	3,08219
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	36	22497	22997	500	Bianca	1	0,47078	0,18848	3,38972
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	37	23097	23776	680	Bianca	1	0,49428	0,22418	3,49875
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	38	23916	24296	380	Carl(a)	1	0,54648	0,12261	3,41604
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	39	24456	24616	160	Classroom_Others	1	0,51184	0,86871	3,0147
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	40	24676	24816	140	Material_Teacher	1	0,50563	0,54002	3,19183
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	41	24876	25115	240	Material_Teacher	1	0,48104	0,57219	3,46346
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	42	25455	26095	640	Anna	1	0,41323	0,04829	4,25394
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	43	26215	26335	120	Material_Teacher	1	0,49927	0,76157	4,02305
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	44	26455	26575	120	Material_Teacher	1	0,50423	0,75806	3,81952
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	45	26675	27034	360	Material_Teacher	1	0,53804	0,53917	4,16445
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	46	27054	27294	240	Classroom_Others	1	0,59802	0,51002	4,43162
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	47	27334	27714	380	Material_Teacher	1	0,47571	0,44689	4,13723
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	48	27894	28294	400	Bianca	1	0,54001	0,08566	4,10959
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	49	28374	28593	220	Classroom_Others	1	0,60896	0,68211	3,70293
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	50	28833	30000	1166	Carl(a)	1	0,50249	0,09302	3,55868
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Partial	1	182	342	160			0,58758	0,23777	5,49845
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	2	382	721	340			0,67074	0,15053	5,48317
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	3	901	1281	380			0,63301	0,15018	5,41149
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	4	1441	1881	440			0,60782	0,1593	5,39562
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	5	1941	2061	120			0,40921	0,32619	5,53191
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	6	2081	3360	1279			0,38939	0,43602	5,43761
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Partial	7	3460	3560	100			0,41295	0,70804	4,76859
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	8	3660	3740	80			0,4063	0,43534	5,34245
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	9	3820	5139	1319			0,55087	0,4052	5,45382
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	10	5319	5499	180			0,41647	0,15946	5,43252
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	11	5519	6638	1119			0,46057	0,1196	5,33845
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	12	6658	7038	380			0,53152	0,10821	5,20779
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	13	7238	8597	1359			0,50686	0,17202	5,49374
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	14	8617	9616	999			0,44637	0,23756	5,49077
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	15	9836	10176	340			0,49344	0,27698	5,5289
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	16	10216	10815	600			0,4429	0,18685	5,4882
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	17	11035	11435	400			0,46096	0,16878	5,47488
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	18	11475	11655	180			0,5292	0,17881	5,53709
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	19	11875	12175	300			0,52287	0,16975	5,56513
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	20	12394	12714	320			0,51328	0,18514	5,58999
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Partial	21	12794	12894	100			0,52688	0,45092	4,88775
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	22	12934	13294	360			0,5066	0,19352	5,54585
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	23	13554	14173	620			0,50737	0,20858	5,67676
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Partial	1	182	342	160			0,58758	0,23777	5,49845
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	2	382	721	340			0,67074	0,15053	5,48317
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	3	901	1281	380			0,63301	0,15018	5,41149
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	4	1441	1881	440			0,60782	0,1593	5,39562
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	5	1941	2061	120			0,40921	0,32619	5,53191
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	6	2081	3360	1279			0,38939	0,43602	5,43761
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Partial	7	3460	3560	100			0,41295	0,70804	4,76859
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	8	3660	3740	80			0,4063	0,43534	5,34245
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	9	3820	5139	1319			0,55087	0,4052	5,45382
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	10	5319	5499	180			0,41647	0,15946	5,43252
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	11	5519	6638	1119			0,46057	0,1196	5,33845
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	12	6658	7038	380			0,53152	0,10821	5,20779
Recording087	ProVisioNET_study_212_04	Female	Expert	Calibration_phase2_fix	1	fullstream	Fixation	Whole	13	7238	8597	1359			0,50686	0,17202	5,49374
