Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	132	132			0,4475	0,14268	4,72855
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	2	172	452	280			0,44077	0,22849	4,62679
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	3	592	1091	500			0,44668	0,22023	4,50387
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	1171	1251	80			0,45522	0,19617	4,52008
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	5	1371	1591	220			0,54974	0,20798	4,62552
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	1611	1891	280			0,54159	0,15607	4,33101
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	1931	2271	340			0,51199	0,18811	4,16098
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	8	2331	2570	240			0,50518	0,17109	4,20556
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	9	2590	3490	899			0,49349	0,15865	4,29168
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	10	3510	3670	160			0,47478	0,1765	4,39547
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	3690	3790	100			0,50458	0,19364	4,45362
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	12	3810	3890	80			0,42571	0,26769	4,45288
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	13	3910	4090	180			0,50447	0,22885	4,41234
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	14	4110	4289	180			0,46462	0,25259	4,32263
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	15	4309	4429	120			0,51271	0,22609	4,38048
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	16	4469	4749	280			0,53522	0,34877	4,40505
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	17	4789	4889	100			0,40233	0,35354	4,5165
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	18	4949	5209	260			0,47973	0,25383	4,57901
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	19	5229	5329	100			0,48388	0,22726	4,53601
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	20	5349	6868	1519			0,53294	0,20553	4,44789
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	21	7028	7128	100			0,49039	0,22821	4,53155
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	22	7148	7428	280			0,5041	0,21732	4,57871
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	23	7448	7528	80			0,45754	0,23592	4,61452
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	24	7548	7707	160			0,49364	0,23255	4,5664
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	25	7747	8287	540			0,57618	0,20513	4,49153
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	26	8367	8527	160			0,48696	0,26162	4,45804
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	27	8567	8947	380			0,60939	0,19245	4,61208
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	28	9087	11205	2119			0,54336	0,19664	4,62927
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	29	11225	11625	400			0,45977	0,10552	4,55493
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	30	11645	11925	280			0,41509	0,18254	4,43601
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	31	11945	12765	820			0,48225	0,11085	4,55598
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	32	12805	12944	140			0,55327	0,2623	4,41593
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	33	13024	15063	2039			0,54181	0,22699	4,37202
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	34	15083	16183	1099			0,52731	0,14901	4,53172
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	35	16203	16282	80			0,46219	0,17314	4,51572
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	36	16362	21220	4857			0,52871	0,16974	4,47988
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	37	21260	21340	80			0,51704	0,17316	4,4793
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	38	21499	26436	4937			0,54382	0,18181	4,55743
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	132	132			0,4475	0,14268	4,72855
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	172	452	280			0,44077	0,22849	4,62679
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	592	1091	500			0,44668	0,22023	4,50387
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	1171	1251	80			0,45522	0,19617	4,52008
Recording089	ProVisioNET_study_123_07	Female	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	5	1371	1591	220			0,54974	0,20798	4,62552
