Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	1	144	564	420			0,59495	0,39478	2,53367
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	604	704	100			0,54768	0,41601	2,58922
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	724	804	80			0,48354	0,4084	2,66946
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	884	1064	180			0,35819	0,43328	2,86459
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	5	1283	1363	80			0,39813	0,44757	3,02887
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	1443	2283	840			0,46529	0,359	2,8192
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	7	2463	2543	80			0,45824	0,54828	2,89704
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	8	2603	2683	80			0,4588	0,46455	2,88484
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	2783	3022	240			0,41657	0,30266	2,79745
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	3142	3362	220			0,41937	0,38105	2,76531
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	3382	3482	100			0,40711	0,41569	2,82599
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	3502	3622	120			0,44255	0,26981	2,7492
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	13	3642	3782	140			0,46447	0,2272	2,83056
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	14	3822	3962	140			0,46259	0,21937	2,86214
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	4062	4781	720			0,46246	0,24607	2,89199
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	16	5141	6021	879			0,45416	0,26603	2,70712
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	17	6061	6720	660			0,38558	0,23025	2,68411
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	18	6900	8459	1559			0,4557	0,3324	2,77137
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	19	8479	9259	780			0,50232	0,35735	2,81151
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	20	9279	9539	260			0,44702	0,35091	2,83434
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	21	9579	9958	380			0,45207	0,37547	2,86041
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	22	10158	10478	320			0,46323	0,37396	2,93605
Recording095	ProVisioNET_study_217_01	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	23	10498	10938	440			0,42405	0,32816	2,89261
