Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	422	422			0,49204	0,15738	4,41172										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	1	422	482	60							178,28	236,83				0,49204	0,15738		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	2	502	562	60							147,19	205,61						0,50251	0,11351
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	2	562	782	220			0,50251	0,11351	4,39524										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	3	782	802	20							367,13	367,13				0,50251	0,11351		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	3	862	1002	140			0,6934	0,02572	4,36877										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	4	1002	1022	20						228,95	243,75	243,75	6,2			0,6934	0,02572	0,62638	0,10268
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	1022	1282	260			0,62638	0,10268	4,35097										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	5	1282	1302	20						45,23	175,26	175,26	3,07			0,62638	0,10268	0,65995	0,06884
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	1302	1522	220			0,65995	0,06884	4,27766										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	6	1522	1561	40						62,36	178,24	178,28	1,67			0,65995	0,06884	0,67495	0,04019
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	1561	1981	420			0,67495	0,04019	4,20482										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	7	1981	2001	20							225,77	225,77				0,67495	0,04019		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	8	2041	2061	20							176,84	176,84						0,66007	0,04637
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	2061	2201	140			0,66007	0,04637	4,3704										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	9	2201	2221	20						233,93	180,63	180,63	3,7			0,66007	0,04637	0,6228	0,09754
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	8	2221	2581	360			0,6228	0,09754	4,41438										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	10	2581	2601	20						53,11	183,1	183,1	2,31			0,6228	0,09754	0,64621	0,06635
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	9	2601	3001	400			0,64621	0,06635	4,34359										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	11	3001	3021	20							113,51	113,51				0,64621	0,06635		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	12	3061	3081	20							159,35	159,35							
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	10	3221	3340	120			0,59664	0,03922	4,34202										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	13	3380	3440	60							164,15	169,71						0,59404	0,2932
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	3440	3820	380			0,59404	0,2932	4,29203										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	14	3820	3840	20						106,96	183,89	183,89	6,36			0,59404	0,2932	0,55708	0,17201
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	12	3840	4160	320			0,55708	0,17201	4,27429										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	15	4160	4180	20						206,03	169,17	169,17	6,41			0,55708	0,17201	0,48938	0,20507
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	13	4180	4400	220			0,48938	0,20507	4,27175										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	16	4400	4420	20						260,69	134,48	134,48	2,34			0,48938	0,20507	0,48249	0,24706
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	14	4420	6499	2079			0,48249	0,24706	4,40369										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	17	6499	6559	60						65,39	138,26	185,69	12,88			0,48249	0,24706	0,57609	0,04269
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	15	6559	6818	260			0,57609	0,04269	4,46538										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	16	6898	7078	180			0,65345	0,05185	4,38836										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	18	7078	7098	20						290,46	130,62	130,62	5,12			0,65345	0,05185	0,68669	0,14093
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	17	7098	7298	200			0,68669	0,14093	4,36804										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	19	7298	7318	20						230,88	196	196	4,87			0,68669	0,14093	0,63715	0,20185
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	18	7318	7458	140			0,63715	0,20185	4,47985										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	20	7458	7478	20						58,83	207,46	207,46	6,14			0,63715	0,20185	0,69333	0,10899
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	19	7478	7798	320			0,69333	0,10899	4,48411										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	21	7798	7818	20							275,82	275,82				0,69333	0,10899		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	22	7838	7858	20							137,81	137,81						0,60704	0,2241
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	20	7858	9257	1399			0,60704	0,2241	4,44566										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	23	9257	9297	40							173,01	234,36				0,60704	0,2241		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	21	9437	11496	2059			0,493	0,14924	4,24847										
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	24	11496	11536	40							770,05	1363,14				0,493	0,14924		
Recording120	ProVisioNET_study_140_08	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	25	11636	11716	80							170,72	211,22						0,53957	0,25102
