Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1037	1037			0,51879	0,16736	5,46217										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	1	1037	1097	60						11,01	236,67	296,97	12,58			0,51879	0,16736	0,66314	0,13927
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	2	1097	1257	160			0,66314	0,13927	5,38676										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	2	1357	1397	40							374,09	374,09							
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	3	1417	1457	40							167,41	178,47						0,53752	0,12777
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	3	1457	3216	1759			0,53752	0,12777	5,27083										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	4	3216	3276	60						238,56	230,73	333,93	15,01			0,53752	0,12777	0,40009	0,35259
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	3276	3515	240			0,40009	0,35259	5,38025										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	5	3515	3535	20							450,3	450,3				0,40009	0,35259		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	6	3635	3735	100							225,4	286,91						0,50243	0,15746
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	3735	5135	1399			0,50243	0,15746	5,32603										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	7	5135	5174	40						27,09	189,47	240,4	9,08			0,50243	0,15746	0,60708	0,10393
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	5174	5394	220			0,60708	0,10393	5,41027										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	8	5394	5414	20						37,61	273,02	273,02	6,61			0,60708	0,10393	0,68297	0,04548
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	5414	5494	80			0,68297	0,04548	5,46777										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	9	5494	5534	40							182,52	218,67				0,68297	0,04548		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	10	5654	5734	80							200,06	227,25						0,52755	0,1374
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	8	5734	6893	1159			0,52755	0,1374	5,37218										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	11	6893	6913	20						135,36	217,15	217,15	8,06			0,52755	0,1374	0,44376	0,05466
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	9	6913	7073	160			0,44376	0,05466	5,36057										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	12	7073	7093	20							202,52	202,52				0,44376	0,05466		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	13	7113	7133	20							228,49	228,49						0,45313	0,04549
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	10	7133	7273	140			0,45313	0,04549	5,3884										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	14	7273	7293	20							192,2	192,2				0,45313	0,04549		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	15	7493	7513	20							238,84	238,84						0,51902	0,21389
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	7513	9252	1739			0,51902	0,21389	4,90626										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	16	9252	9272	20							193,04	193,04				0,51902	0,21389		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	17	9452	9512	60							142,42	184,71						0,50589	0,16417
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	12	9512	10851	1339			0,50589	0,16417	5,01268										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	18	10851	10871	20							224,01	224,01				0,50589	0,16417		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	19	10991	11031	40							168,77	168,77							
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	20	11051	11091	40							144,38	167,13						0,51105	0,16572
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	13	11091	16354	5262			0,51105	0,16572	5,16676										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	1037	1037		0	0,51879	0,16736	5,46217										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	1	1037	1097	60						11,01	236,67	296,97	12,58			0,51879	0,16736	0,66314	0,13927
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	2	1097	1257	160		0	0,66314	0,13927	5,38676										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	2	1357	1397	40							374,09	374,09							
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	3	1417	1457	40							167,41	178,47						0,53752	0,12777
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	1457	3216	1759		0	0,53752	0,12777	5,27083										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	4	3216	3276	60						238,56	230,73	333,93	15,01			0,53752	0,12777	0,40009	0,35259
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	3276	3515	240		0	0,40009	0,35259	5,38025										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	5	3515	3535	20							450,3	450,3				0,40009	0,35259		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	6	3635	3735	100							225,4	286,91						0,50243	0,15746
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	3735	5135	1399		0	0,50243	0,15746	5,32603										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	7	5135	5174	40						27,09	189,47	240,4	9,08			0,50243	0,15746	0,60708	0,10393
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	5174	5394	220		0	0,60708	0,10393	5,41027										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	8	5394	5414	20						37,61	273,02	273,02	6,61			0,60708	0,10393	0,68297	0,04548
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	5414	5494	80		0	0,68297	0,04548	5,46777										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	9	5494	5534	40							182,52	218,67				0,68297	0,04548		
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	10	5654	5734	80							200,06	227,25						0,52755	0,1374
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	8	5734	6893	1159		0	0,52755	0,1374	5,37218										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	11	6893	6913	20						135,36	217,15	217,15	8,06			0,52755	0,1374	0,44376	0,05466
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	6913	7073	160		0	0,44376	0,05466	5,36057										
Recording118	ProVisioNET_study_138_06	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Partial	12	7073	7093	20							202,52	202,52				0,44376	0,05466		
