Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	2209	2209			0,5232	0,22298	3,98482										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	2209	2249	40						13,74	215,7	224,77	11,05			0,5232	0,22298	0,65382	0,19105
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	2249	2449	200			0,65382	0,19105	4,02841										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	2449	2469	20						179,91	171,68	171,68	3,95			0,65382	0,19105	0,60623	0,19097
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	2469	3028	560			0,60623	0,19097	3,94942										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	3	3028	3048	20							130,89	130,89				0,60623	0,19097		
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	4	3168	5047	1879			0,51798	0,21559	3,94751										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	5047	5087	40						273,04	157,28	162,85	8,97			0,51798	0,21559	0,52967	0,43562
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	5087	5647	560			0,52967	0,43562	4,03958										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	5647	5687	40						90,42	214,02	253,96	9,69			0,52967	0,43562	0,52792	0,20052
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	5687	5907	220			0,52792	0,20052	4,15838										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	5907	5967	60						261,16	211,38	296,9	7,36			0,52792	0,20052	0,50595	0,34176
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	5967	10124	4158			0,50595	0,34176	4,10626										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	7	10124	10164	40						43,98	242,26	319,3	3,03			0,50595	0,34176	0,53596	0,3128
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	10164	14622	4457			0,53596	0,3128	4,12913										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	8	14622	14662	40						126,1	187,89	239,69	5,17			0,53596	0,3128	0,49323	0,25421
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	14662	18899	4238			0,49323	0,25421	4,004										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	9	18899	18919	20						309,16	139,42	139,42	4,8			0,49323	0,25421	0,53435	0,30471
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	18919	23117	4198			0,53435	0,30471	4,00995										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	10	23117	23137	20						237,69	123,19	123,19	2,39			0,53435	0,30471	0,51599	0,33373
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	23137	27294	4158			0,51599	0,33373	4,06081										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	11	27294	27314	20						106,41	130,91	130,91	1,56			0,51599	0,33373	0,51281	0,32292
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	12	27314	30000	2686			0,51281	0,32292	3,86883										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	2209	2209			0,5232	0,22298	3,98482										
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1_fix	1	fullstream	Saccade	Whole	1	2209	2249	40						13,74	215,7	224,77	11,05			0,5232	0,22298	0,65382	0,19105
Recording127	ProVisioNET_study_232_08	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	2249	2449	200			0,65382	0,19105	4,02841										
