Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	2604	2604			0,48323	0,31787	2,853										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	2604	2644	40						19,79	225,09	252,99	5,87			0,48323	0,31787	0,54635	0,29517
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	2644	7002	4357			0,54635	0,29517	2,8209										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	7002	7042	40						208,46	130,56	147,45	7,64			0,54635	0,29517	0,46517	0,33917
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	7042	7362	320			0,46517	0,33917	2,8308										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	3	7362	7382	20						267,88	183,49	183,49	2,82			0,46517	0,33917	0,46325	0,39119
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	7382	11799	4417			0,46325	0,39119	2,90968										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	11799	11819	20						60,38	102,27	102,27	8,82			0,46325	0,39119	0,53787	0,25997
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	11819	12039	220			0,53787	0,25997	2,98185										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	12039	12059	20						323,79	100,33	100,33	2,77			0,53787	0,25997	0,56522	0,28
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	12059	12279	220			0,56522	0,28	2,94033										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	12279	12299	20						232,27	111,05	111,05	5,38			0,56522	0,28	0,51796	0,34108
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	12299	12439	140			0,51796	0,34108	2,9841										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	7	12439	12459	20						325,27	102,2	102,2	2,07			0,51796	0,34108	0,53833	0,3552
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	12459	15737	3278			0,53833	0,3552	2,89885										
Recording124	ProVisioNET_study_230_06	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	8	15737	15757	20						115,77	141,04	141,04	7,52			0,53833	0,3552	0,48595	0,24669
