Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1462	1462			0,47321	0,35341	3,51001										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	1462	1522	60						43,97	217,8	311,03	7,09			0,47321	0,35341	0,54131	0,28771
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	1522	5499	3978			0,54131	0,28771	3,61225										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	5499	5539	40						264,85	136,52	165,59	8,51			0,54131	0,28771	0,52605	0,45711
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	5539	5939	400			0,52605	0,45711	3,72994										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	3	5939	5959	20						116,21	105,41	105,41	4,89			0,52605	0,45711	0,48874	0,38132
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	5959	6319	360			0,48874	0,38132	3,69006										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	6319	6359	40						244,12	169,31	180,91	4,2			0,48874	0,38132	0,45556	0,44972
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	5	6359	8418	2059			0,45556	0,44972	3,61101										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	6	8438	8957	520			0,46475	0,42572	3,61854										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	8957	9017	60						11,76	204,97	305,58	6,46			0,46475	0,42572	0,53462	0,41117
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	9017	11916	2898			0,53462	0,41117	3,66072										
Recording126	ProVisioNET_study_231_07	Female	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	11916	11936	20						124,31	108,27	108,27	5,96			0,53462	0,41117	0,48723	0,34172
