Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1170	1170			0,53723	0,17346	3,46881										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	1	1170	1210	40						143,7	234,27	317,72	1,58			0,53723	0,17346	0,52069	0,16131
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	1210	4708	3498			0,52069	0,16131	3,48993										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	4708	4748	40						265,43	212,59	226,05	9,17			0,52069	0,16131	0,50552	0,35103
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	4748	5088	340			0,50552	0,35103	3,53483										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	3	5088	5128	40						102,58	234,33	261,44	5,27			0,50552	0,35103	0,48132	0,24257
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	5128	8506	3378			0,48132	0,24257	3,6154										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	8506	8566	60						326,06	221,96	252,51	8,56			0,48132	0,24257	0,57496	0,3056
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	8566	9445	879			0,57496	0,3056	3,48567										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	9445	9465	20						145,88	109,37	109,37	10,79			0,57496	0,3056	0,46083	0,22826
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	9465	9685	220			0,46083	0,22826	3,36681										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	9685	9705	20						291,03	130,04	130,04	2,99			0,46083	0,22826	0,47951	0,27684
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	9705	11364	1659			0,47951	0,27684	3,53987										
Recording121	ProVisioNET_study_228_04	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	7	11364	11384	20						105,65	165,4	165,4	5,28			0,47951	0,27684	0,44986	0,17099
