Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	2752	2752			0,4897	0,20459	4,25404										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	1	2752	2792	40						273,88	177,01	237,69	8,4			0,4897	0,20459	0,49924	0,34548
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	2	2792	3092	300			0,49924	0,34548	4,13046										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	2	3092	3152	60						72,8	255,6	358,06	11,41			0,49924	0,34548	0,55882	0,15301
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	3	3152	5950	2798			0,55882	0,15301	4,3476										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	4	5970	7349	1379			0,54847	0,18983	4,23992										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	3	7349	7389	40						272,34	204,49	257,94	10,51			0,54847	0,18983	0,55781	0,41817
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	7389	7649	260			0,55781	0,41817	4,27898										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	4	7649	7669	20						122,41	105,12	105,12	4,14			0,55781	0,41817	0,5184	0,3561
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	7669	8129	460			0,5184	0,3561	4,35368										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	5	8129	8149	20						86,21	154,79	154,79	5,75			0,5184	0,3561	0,52604	0,24083
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	8149	8389	240			0,52604	0,24083	4,42583										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	6	8389	8429	40							115,01	115,07				0,52604	0,24083		
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	7	8469	8489	20							133	133						0,49519	0,27642
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	8	8489	9428	940			0,49519	0,27642	4,53658										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	9	9448	10168	720			0,50298	0,23291	4,43706										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	10	10188	12286	2099			0,49654	0,25139	4,13243										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	8	12286	12346	60						12,41	225,36	310,92	12,42			0,49654	0,25139	0,64877	0,2179
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	12346	12886	540			0,64877	0,2179	4,26164										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	9	12886	12906	20							141,39	141,39				0,64877	0,2179		
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	10	13006	13046	40							170,97	208,45						0,51459	0,19343
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	12	13046	18183	5137			0,51459	0,19343	4,30474										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	13	18203	19062	859			0,52234	0,18741	4,40551										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	11	19062	19082	20						118,02	128,49	128,49	0,79			0,52234	0,18741	0,51877	0,18071
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	14	19082	24719	5637			0,51877	0,18071	3,97406										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	12	24719	24739	20						297,3	113,8	113,8	1,9			0,51877	0,18071	0,53955	0,22095
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	15	24739	26558	1819			0,53955	0,22095	4,0354										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	13	26618	26678	60							532,77	568,79						0,5299	0,20116
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	16	26678	29556	2878			0,5299	0,20116	3,94431										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	14	29556	29576	20						217,72	130,61	130,61	3,73			0,5299	0,20116	0,50058	0,22383
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	17	29576	29676	100			0,50058	0,22383	3,97517										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	18	29816	30000	184			0,50945	0,2119	3,99474										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	2752	2752			0,4897	0,20459	4,25404										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	1	2752	2792	40						273,88	177,01	237,69	8,4			0,4897	0,20459	0,49924	0,34548
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	2792	3092	300			0,49924	0,34548	4,13046										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	2	3092	3152	60						72,8	255,6	358,06	11,41			0,49924	0,34548	0,55882	0,15301
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	3	3152	5950	2798			0,55882	0,15301	4,3476										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Partial	4	5970	7349	1379			0,54847	0,18983	4,23992										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	3	7349	7389	40						272,34	204,49	257,94	10,51			0,54847	0,18983	0,55781	0,41817
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	7389	7649	260			0,55781	0,41817	4,27898										
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Saccade	Whole	4	7649	7669	20						122,41	105,12	105,12	4,14			0,55781	0,41817	0,5184	0,3561
Recording122	ProVisioNET_study_141_01	Male	Novice	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	7669	8129	460			0,5184	0,3561	4,35368										
