Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1175	1175			0,47091	0,18176	5,85037										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	1	1175	1195	20							320,74	320,74				0,47091	0,18176		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	2	1215	1235	20							315,79	315,79						0,49442	0,13676
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	2	1235	1555	320			0,49442	0,13676	5,68527										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	3	1875	1915	40							215,65	215,65							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	4	1935	1955	20							238,99	238,99						0,61787	0,10951
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	3	1955	2634	680			0,61787	0,10951	5,97772										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	5	2634	2654	20							228,03	228,03				0,61787	0,10951		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	6	2674	2694	20							242,26	242,26						0,59175	0,12423
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	2694	2794	100			0,59175	0,12423	6,07588										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	7	2794	2814	20							215,49	215,49				0,59175	0,12423		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	8	2834	2854	20							255,76	255,76							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	9	2874	2894	20							455,36	455,36							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	10	2934	3034	100							179,51	232,49							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	11	3094	3114	20							319,42	319,42							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	12	3154	3174	20							362,88	362,88							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	13	3234	3254	20							334,85	334,85						0,47169	0,15495
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	3254	3634	380			0,47169	0,15495	6,06704										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	14	3634	3654	20							308,07	308,07				0,47169	0,15495		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	15	3714	3734	20							282,73	282,73							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	16	3794	3853	60							392,02	587,24							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	17	3993	4033	40							644,14	644,14							
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	18	4533	4553	20							138,22	138,22						0,55095	0,37338
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	6	4553	4813	260			0,55095	0,37338	5,80547										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	19	4813	4873	60						188,97	223,04	412,52	13,7			0,55095	0,37338	0,39772	0,39756
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	7	4873	5093	220			0,39772	0,39756	5,90418										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	20	5093	5113	20							523,37	523,37				0,39772	0,39756		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	21	5133	5153	20							389,99	389,99						0,44624	0,38413
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	8	5153	5333	180			0,44624	0,38413	5,91079										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	22	5333	5353	20						173,22	380,24	380,24	6,6			0,44624	0,38413	0,37199	0,37531
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	9	5353	5473	120			0,37199	0,37531	5,80642										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	23	5473	5493	20							1004,56	1004,56				0,37199	0,37531		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	10	5572	6352	780			0,58437	0,2441	5,78103										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	24	6352	6372	20						189,11	447,71	447,71	9,01			0,58437	0,2441	0,48117	0,26065
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	11	6372	6772	400			0,48117	0,26065	5,89079										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	25	6772	6792	20						11,79	428,14	428,14	8,11			0,48117	0,26065	0,57423	0,24123
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	12	6792	7032	240			0,57423	0,24123	5,91472										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	26	7032	7052	20							429,77	429,77				0,57423	0,24123		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	27	7112	7172	60							207,83	276,14						0,64396	0,24745
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	13	7172	7571	400			0,64396	0,24745	6,19747										
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	28	7571	7591	20							251,88	251,88				0,64396	0,24745		
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	29	7611	7631	20							230,35	230,35						0,63912	0,25909
Recording125	ProVisioNET_study_142_02	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	14	7631	7911	280			0,63912	0,25909	6,24011										
