Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	1923	1923			0,46791	0,27819	4,99403
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	2143	6021	3878			0,5986	0,25415	4,67881
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	6080	6320	240			0,46552	0,40578	4,80426
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	6360	8599	2239			0,41808	0,51422	4,84791
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	8639	8939	300			0,51597	0,35344	4,74012
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	8979	10898	1919			0,44124	0,47013	4,84668
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	11118	14636	3518			0,58555	0,39666	4,64047
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	14676	14955	280			0,51505	0,35303	4,70423
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	14975	15115	140			0,53117	0,31774	4,76278
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	15275	15655	380			0,45516	0,23425	4,76274
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	15675	16974	1299			0,48056	0,19994	4,72868
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	12	16994	17214	220			0,55589	0,3206	4,69435
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	13	17254	18953	1699			0,49767	0,25125	4,69277
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	14	18973	22451	3478			0,55475	0,3426	4,79527
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	15	22491	23031	540			0,48542	0,38121	4,75887
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	16	23051	23550	500			0,50632	0,36336	4,78466
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	17	23690	25229	1539			0,51019	0,35179	4,88315
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	18	25249	25549	300			0,46767	0,28535	4,87804
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	19	25569	27788	2219			0,51048	0,34412	4,76177
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	20	28008	31106	3098			0,47635	0,27704	4,74628
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	21	31146	31486	340			0,53749	0,31482	4,64183
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	22	31506	32006	500			0,48228	0,27625	4,70726
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	23	32145	34124	1979			0,52855	0,28209	4,79722
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	24	34144	34830	685			0,50731	0,2904	4,80041
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	1923	1923			0,46791	0,27819	4,99403
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	2143	6021	3878			0,5986	0,25415	4,67881
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	6080	6320	240			0,46552	0,40578	4,80426
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	4	6360	8599	2239			0,41808	0,51422	4,84791
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	5	8639	8939	300			0,51597	0,35344	4,74012
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	6	8979	10898	1919			0,44124	0,47013	4,84668
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	7	11118	14636	3518			0,58555	0,39666	4,64047
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	8	14676	14955	280			0,51505	0,35303	4,70423
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	9	14975	15115	140			0,53117	0,31774	4,76278
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	10	15275	15655	380			0,45516	0,23425	4,76274
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	11	15675	16974	1299			0,48056	0,19994	4,72868
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	12	16994	17214	220			0,55589	0,3206	4,69435
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	13	17254	18953	1699			0,49767	0,25125	4,69277
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	14	18973	22451	3478			0,55475	0,3426	4,79527
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	15	22491	23031	540			0,48542	0,38121	4,75887
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	16	23051	23550	500			0,50632	0,36336	4,78466
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	17	23690	25229	1539			0,51019	0,35179	4,88315
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	18	25249	25549	300			0,46767	0,28535	4,87804
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	19	25569	27788	2219			0,51048	0,34412	4,76177
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	20	28008	30000	1992			0,47635	0,27704	4,7213
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Partial	1	0	833	833			0,49923	0,32758	4,54072
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	2	993	1093	100			0,7955	0,19788	4,50385
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	3	1173	3272	2099			0,4732	0,27901	4,60935
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	4	3671	6570	2898			0,52464	0,30981	4,48229
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	5	6610	6889	280			0,53483	0,53874	4,49645
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	6	6949	7229	280			0,31714	0,61165	4,65411
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	7	7249	7809	560			0,44693	0,42142	4,77063
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	8	7869	8049	180			0,26371	0,44688	4,84694
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	9	8109	8708	600			0,51877	0,41884	4,74011
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	10	8728	8908	180			0,42617	0,40595	4,81814
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	11	8928	10587	1659			0,47734	0,38851	4,78675
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Partial	12	10647	11047	400			0,63216	0,34893	4,82528
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	13	11527	11666	140			0,40099	0,39958	4,49071
Recording096	ProVisioNET_study_218_02	Female	Expert	Calibration_phase2	1	fullstream	Fixation	Whole	14	11686	11826	140			0,36814	0,38678	4,45131
