Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	26	26			0,48408	0,14305	4,10496										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Partial	1	126	165	40							168,1	168,1						0,4902	0,13507
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	165	1884	1719			0,4902	0,13507	3,95782										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	2	1884	1924	40						13,22	249,6	263,03	8,25			0,4902	0,13507	0,58382	0,11308
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	1924	4783	2858			0,58382	0,11308	3,9466										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	3	4783	4823	40						259,67	121,89	131,9	8,05			0,58382	0,11308	0,55648	0,26311
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	4823	5183	360			0,55648	0,26311	3,95883										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	4	5183	5223	40						198,69	230,67	247,15	12,15			0,55648	0,26311	0,42415	0,30786
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	5223	5402	180			0,42415	0,30786	4,11166										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	5	5402	5422	20						48,76	221,39	221,39	6,51			0,42415	0,30786	0,48628	0,237
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	5422	5542	120			0,48628	0,237	4,0855										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	6	5542	5562	20						237,41	188,09	188,09	3,32			0,48628	0,237	0,45594	0,28445
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	5562	9320	3758			0,45594	0,28445	4,00057										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	7	9320	9360	40						28,23	274,22	287,83	11,41			0,45594	0,28445	0,57973	0,21799
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	9360	11899	2539			0,57973	0,21799	3,92624										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	8	11899	11919	20						125,4	151,33	151,33	8,88			0,57973	0,21799	0,50071	0,10678
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	11919	15317	3398			0,50071	0,10678	3,83992										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Saccade	Whole	9	15317	15337	20						275,08	143,12	143,12	1,88			0,50071	0,10678	0,50407	0,14464
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	10	15337	25593	10257			0,50407	0,14464	3,86847										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	26	26			0,48408	0,14305	4,10496										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Saccade	Partial	1	126	165	40							168,1	168,1						0,4902	0,13507
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	165	1884	1719			0,4902	0,13507	3,95782										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Saccade	Whole	2	1884	1924	40						13,22	249,6	263,03	8,25			0,4902	0,13507	0,58382	0,11308
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	3	1924	4783	2858			0,58382	0,11308	3,9466										
Recording117	ProVisioNET_study_227_03	Male	Expert	Calibration_phase1_fix	1	fullstream	Saccade	Whole	3	4783	4823	40						259,67	121,89	131,9	8,05			0,58382	0,11308	0,55648	0,26311
