Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_diameter	Saccade_direction	Average_velocity	Peak_velocity	Saccade_amplitude	Start_AOI	Landing_AOI	Start_position_X	Start_position_Y	Landing_position_X	Landing_position_Y
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	695	695			0,47969	0,40686	5,00292										
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	1	695	735	40						348,29	262,82	343,83	8,52			0,47969	0,40686	0,57409	0,42643
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	2	735	3214	2479			0,57409	0,42643	4,79636										
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	2	3214	3274	60						227,78	241,09	334,78	9,08			0,57409	0,42643	0,48953	0,51962
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	3	3274	5713	2439			0,48953	0,51962	4,9074										
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	3	5713	5752	40						22,55	272,64	283,19	8,74			0,48953	0,51962	0,58392	0,48042
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	4	5752	8071	2319			0,58392	0,48042	4,83031										
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Whole	4	8071	8111	40						126,85	205,36	294,37	7,23			0,58392	0,48042	0,51947	0,39442
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Fixation	Whole	5	8111	10430	2319			0,51947	0,39442	4,58044										
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	5	10430	10450	20							366,76	366,76				0,51947	0,39442		
Recording119	ProVisioNET_study_139_07	Female	Novice	Calibration_phase1	1	fullstream	Saccade	Partial	6	10490	10570	80							174,52	265,58						0,52414	0,46245
