Recording	Participant	Gender	Group	TOI	Interval	Media	Event_type	Validity	EventIndex	Start	Stop	Duration	AOI	Hit_proportion	FixationPointX	FixationPointY	Average_pupil_size
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	1	0	385	385			0,55437	0,16533	3,89314
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	2	425	1145	720			0,48315	0,15963	3,82419
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	3	1205	3144	1939			0,5789	0,14934	3,71279
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	4	3164	3803	640			0,4879	0,22154	3,76492
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	5	3823	5622	1799			0,48639	0,27213	3,84696
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	6	5662	8161	2499			0,58086	0,25682	3,76565
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	7	8181	8420	240			0,4785	0,20441	3,79289
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	8	8440	9800	1359			0,51787	0,13137	3,75253
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	9	9820	16036	6216			0,52371	0,14469	3,79161
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	10	16056	16676	620			0,56139	0,11292	3,66882
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Whole	11	16736	17095	360			0,70564	0,04622	3,77615
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1	1	fullstream	Fixation	Partial	12	17135	18558	1423			0,51537	0,13706	3,66854
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Partial	1	0	385	385		0	0,55437	0,16533	3,89314
Recording093	ProVisioNET_study_216_08	Male	Expert	Calibration_phase1_fix	1	fullstream	Fixation	Whole	2	425	1145	720		0	0,48315	0,15963	3,82419
